signal_id,timestamp,symbol,alert_type,confidence,entry_price,tp1,tp2,stop_loss,risk_reward_ratio,factors_bullish,factors_bearish,rvol,volume_spike,confluence_score,gap_detected,news_impact,status,outcome_timestamp,outcome_price,profit_loss_percent,actual_rr_achieved
TSLA_20251014_071010,2025-10-14T07:10:10.497285,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
AAPL_20251014_071010,2025-10-14T07:10:10.678566,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
AMZN_20251014_071010,2025-10-14T07:10:10.712110,AMZN,STRONG BUY,42.9,217.12,221.07,222.07,216.84,13.84,12,4,0.02,True,13,True,MEDIUM,OPEN,,,,
NVDA_20251014_071010,2025-10-14T07:10:10.730842,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,9,True,EXTREME,OPEN,,,,
SPY_20251014_071011,2025-10-14T07:10:11.016969,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
PLTR_20251014_071016,2025-10-14T07:10:16.430194,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,13,True,MEDIUM,OPEN,,,,
CRWV_20251014_071016,2025-10-14T07:10:16.785527,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
AVGO_20251014_071016,2025-10-14T07:10:16.828210,AVGO,BUY,32.1,343.62,361.06,365.42,343.32,58.13,9,5,0.04,False,4,True,EXTREME,OPEN,,,,
NVDA_20251014_071040,2025-10-14T07:10:40.507613,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,10,True,EXTREME,OPEN,,,,
TSLA_20251014_071040,2025-10-14T07:10:40.522199,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
SPY_20251014_071040,2025-10-14T07:10:40.695154,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
QQQ_20251014_071040,2025-10-14T07:10:40.748101,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
AAPL_20251014_071041,2025-10-14T07:10:41.393806,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,17,False,EXTREME,OPEN,,,,
AVGO_20251014_071046,2025-10-14T07:10:46.668070,AVGO,STRONG BUY,35.7,343.62,361.06,365.42,343.32,58.13,10,10,0.04,False,5,True,EXTREME,OPEN,,,,
CRWV_20251014_071046,2025-10-14T07:10:46.759602,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
NBIS_20251014_071046,2025-10-14T07:10:46.770948,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
AAPL_20251014_071110,2025-10-14T07:11:10.255018,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
NVDA_20251014_071110,2025-10-14T07:11:10.401597,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,9,True,EXTREME,OPEN,,,,
AMZN_20251014_071110,2025-10-14T07:11:10.417321,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,13,True,MEDIUM,OPEN,,,,
SPY_20251014_071110,2025-10-14T07:11:10.533025,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,True,20,True,NONE,OPEN,,,,
AVGO_20251014_071116,2025-10-14T07:11:16.301485,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,10,0.04,False,4,True,EXTREME,OPEN,,,,
CRWV_20251014_071116,2025-10-14T07:11:16.340671,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,2,True,MEDIUM,OPEN,,,,
NBIS_20251014_071116,2025-10-14T07:11:16.366507,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
NVDA_20251014_071140,2025-10-14T07:11:40.134164,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,9,True,EXTREME,OPEN,,,,
AMZN_20251014_071140,2025-10-14T07:11:40.295985,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
AAPL_20251014_071140,2025-10-14T07:11:40.309714,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,15,True,EXTREME,OPEN,,,,
TSLA_20251014_071140,2025-10-14T07:11:40.320830,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,8,True,MEDIUM,OPEN,,,,
SPY_20251014_071140,2025-10-14T07:11:40.401080,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,True,20,True,NONE,OPEN,,,,
QQQ_20251014_071140,2025-10-14T07:11:40.489697,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,15,True,MEDIUM,OPEN,,,,
AVGO_20251014_071147,2025-10-14T07:11:47.249816,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,10,0.04,False,4,True,EXTREME,OPEN,,,,
NBIS_20251014_071147,2025-10-14T07:11:47.342425,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
AAPL_20251014_071210,2025-10-14T07:12:10.112528,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,16,False,EXTREME,OPEN,,,,
AMZN_20251014_071210,2025-10-14T07:12:10.306722,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
NVDA_20251014_071210,2025-10-14T07:12:10.320367,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,10,True,EXTREME,OPEN,,,,
TSLA_20251014_071210,2025-10-14T07:12:10.340319,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,8,True,MEDIUM,OPEN,,,,
SPY_20251014_071210,2025-10-14T07:12:10.414690,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
PLTR_20251014_071215,2025-10-14T07:12:15.812010,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,12,True,MEDIUM,OPEN,,,,
NBIS_20251014_071216,2025-10-14T07:12:16.154173,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,True,2,True,MEDIUM,OPEN,,,,
AVGO_20251014_071216,2025-10-14T07:12:16.185523,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,10,0.04,True,5,True,EXTREME,OPEN,,,,
CRWV_20251014_071216,2025-10-14T07:12:16.199125,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
AAPL_20251014_071240,2025-10-14T07:12:40.320363,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
QQQ_20251014_071240,2025-10-14T07:12:40.332306,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
NVDA_20251014_071240,2025-10-14T07:12:40.360443,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,10,True,EXTREME,OPEN,,,,
TSLA_20251014_071240,2025-10-14T07:12:40.376802,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,8,True,MEDIUM,OPEN,,,,
AMZN_20251014_071240,2025-10-14T07:12:40.390460,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
SPY_20251014_071240,2025-10-14T07:12:40.479923,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
AVGO_20251014_071246,2025-10-14T07:12:46.453070,AVGO,STRONG BUY,42.9,343.62,361.06,365.42,343.32,58.13,12,6,0.04,True,5,True,EXTREME,OPEN,,,,
CRWV_20251014_071246,2025-10-14T07:12:46.478662,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
NVDA_20251014_071310,2025-10-14T07:13:10.196680,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,10,True,EXTREME,OPEN,,,,
AMZN_20251014_071310,2025-10-14T07:13:10.301902,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
AAPL_20251014_071310,2025-10-14T07:13:10.312321,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
TSLA_20251014_071310,2025-10-14T07:13:10.335643,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
SPY_20251014_071310,2025-10-14T07:13:10.402438,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
QQQ_20251014_071310,2025-10-14T07:13:10.412787,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
CRWV_20251014_071316,2025-10-14T07:13:16.187465,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
NBIS_20251014_071316,2025-10-14T07:13:16.246365,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
AVGO_20251014_071316,2025-10-14T07:13:16.288474,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,10,0.04,False,5,True,EXTREME,OPEN,,,,
AAPL_20251014_071340,2025-10-14T07:13:40.267015,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
AMZN_20251014_071340,2025-10-14T07:13:40.369165,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
NVDA_20251014_071340,2025-10-14T07:13:40.379099,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,10,True,EXTREME,OPEN,,,,
TSLA_20251014_071340,2025-10-14T07:13:40.457053,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
SPY_20251014_071340,2025-10-14T07:13:40.468788,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
QQQ_20251014_071340,2025-10-14T07:13:40.724547,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
PLTR_20251014_071345,2025-10-14T07:13:45.885111,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,12,True,MEDIUM,OPEN,,,,
CRWV_20251014_071346,2025-10-14T07:13:46.184881,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
NBIS_20251014_071346,2025-10-14T07:13:46.269155,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
AMZN_20251014_071410,2025-10-14T07:14:10.275501,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
AAPL_20251014_071410,2025-10-14T07:14:10.344827,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
NVDA_20251014_071410,2025-10-14T07:14:10.366590,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,10,True,EXTREME,OPEN,,,,
TSLA_20251014_071410,2025-10-14T07:14:10.422433,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
QQQ_20251014_071410,2025-10-14T07:14:10.560318,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
SPY_20251014_071410,2025-10-14T07:14:10.844193,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
PLTR_20251014_071415,2025-10-14T07:14:15.954266,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,12,True,MEDIUM,OPEN,,,,
AVGO_20251014_071416,2025-10-14T07:14:16.057671,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,10,0.04,False,5,True,EXTREME,OPEN,,,,
NBIS_20251014_071416,2025-10-14T07:14:16.067086,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
CRWV_20251014_071416,2025-10-14T07:14:16.278061,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
TSLA_20251014_071439,2025-10-14T07:14:39.968150,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
AMZN_20251014_071439,2025-10-14T07:14:39.988087,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
QQQ_20251014_071440,2025-10-14T07:14:40.210422,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
SPY_20251014_071440,2025-10-14T07:14:40.251960,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
NVDA_20251014_071442,2025-10-14T07:14:42.990149,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,10,True,EXTREME,OPEN,,,,
PLTR_20251014_071445,2025-10-14T07:14:45.724018,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,12,True,MEDIUM,OPEN,,,,
NBIS_20251014_071445,2025-10-14T07:14:45.839641,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
CRWV_20251014_071445,2025-10-14T07:14:45.867392,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
AMZN_20251014_071510,2025-10-14T07:15:10.197649,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
SPY_20251014_071510,2025-10-14T07:15:10.234791,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
TSLA_20251014_071510,2025-10-14T07:15:10.241412,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,8,True,MEDIUM,OPEN,,,,
AAPL_20251014_071510,2025-10-14T07:15:10.275447,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,15,True,EXTREME,OPEN,,,,
QQQ_20251014_071510,2025-10-14T07:15:10.531436,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
CRWV_20251014_071516,2025-10-14T07:15:16.130756,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
AAPL_20251014_071540,2025-10-14T07:15:40.135991,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,16,False,EXTREME,OPEN,,,,
AMZN_20251014_071540,2025-10-14T07:15:40.165667,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
NVDA_20251014_071540,2025-10-14T07:15:40.234103,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,9,True,EXTREME,OPEN,,,,
SPY_20251014_071540,2025-10-14T07:15:40.271162,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
QQQ_20251014_071540,2025-10-14T07:15:40.493071,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
PLTR_20251014_071545,2025-10-14T07:15:45.986902,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,12,True,MEDIUM,OPEN,,,,
AVGO_20251014_071546,2025-10-14T07:15:46.059780,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,6,0.04,True,5,True,EXTREME,OPEN,,,,
NBIS_20251014_071546,2025-10-14T07:15:46.073646,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
AAPL_20251014_071611,2025-10-14T07:16:11.026515,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
TSLA_20251014_071611,2025-10-14T07:16:11.178804,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
QQQ_20251014_071611,2025-10-14T07:16:11.188323,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,14,True,MEDIUM,OPEN,,,,
NVDA_20251014_071611,2025-10-14T07:16:11.202799,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,9,True,EXTREME,OPEN,,,,
AMZN_20251014_071611,2025-10-14T07:16:11.250971,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
SPY_20251014_071611,2025-10-14T07:16:11.300601,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
PLTR_20251014_071616,2025-10-14T07:16:16.648820,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,13,True,MEDIUM,OPEN,,,,
AVGO_20251014_071616,2025-10-14T07:16:16.860010,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,6,0.04,False,5,True,EXTREME,OPEN,,,,
TSLA_20251014_071639,2025-10-14T07:16:39.944604,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
AAPL_20251014_071639,2025-10-14T07:16:39.954332,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
NVDA_20251014_071640,2025-10-14T07:16:40.014103,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,9,True,EXTREME,OPEN,,,,
AMZN_20251014_071640,2025-10-14T07:16:40.025413,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,14,True,MEDIUM,OPEN,,,,
SPY_20251014_071640,2025-10-14T07:16:40.209556,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
QQQ_20251014_071640,2025-10-14T07:16:40.228435,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
PLTR_20251014_071645,2025-10-14T07:16:45.646615,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,12,True,MEDIUM,OPEN,,,,
NBIS_20251014_071645,2025-10-14T07:16:45.667427,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
CRWV_20251014_071645,2025-10-14T07:16:45.854814,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,True,1,True,MEDIUM,OPEN,,,,
AAPL_20251014_071710,2025-10-14T07:17:10.013529,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,False,14,True,EXTREME,OPEN,,,,
TSLA_20251014_071710,2025-10-14T07:17:10.034577,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,True,7,True,MEDIUM,OPEN,,,,
SPY_20251014_071710,2025-10-14T07:17:10.049227,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,20,True,NONE,OPEN,,,,
QQQ_20251014_071710,2025-10-14T07:17:10.086709,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,16,True,MEDIUM,OPEN,,,,
NVDA_20251014_071710,2025-10-14T07:17:10.158239,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,9,True,EXTREME,OPEN,,,,
PLTR_20251014_071715,2025-10-14T07:17:15.823676,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,13,True,MEDIUM,OPEN,,,,
CRWV_20251014_071715,2025-10-14T07:17:15.872606,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,True,1,True,MEDIUM,OPEN,,,,
NBIS_20251014_071715,2025-10-14T07:17:15.885275,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
AVGO_20251014_071715,2025-10-14T07:17:15.909964,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,6,0.04,True,4,True,EXTREME,OPEN,,,,
NVDA_20251014_071741,2025-10-14T07:17:41.146630,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,False,10,True,EXTREME,OPEN,,,,
AMZN_20251014_071741,2025-10-14T07:17:41.228592,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,15,True,MEDIUM,OPEN,,,,
QQQ_20251014_071741,2025-10-14T07:17:41.327965,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,14,True,MEDIUM,OPEN,,,,
SPY_20251014_071741,2025-10-14T07:17:41.334965,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,False,19,True,NONE,OPEN,,,,
TSLA_20251014_071741,2025-10-14T07:17:41.429789,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,True,7,True,MEDIUM,OPEN,,,,
PLTR_20251014_071747,2025-10-14T07:17:47.347571,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,False,11,True,MEDIUM,OPEN,,,,
AVGO_20251014_071747,2025-10-14T07:17:47.427370,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,6,0.04,True,5,True,EXTREME,OPEN,,,,
NBIS_20251014_071747,2025-10-14T07:17:47.533871,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
AMZN_20251014_071811,2025-10-14T07:18:11.442793,AMZN,STRONG BUY,42.9,217.14,221.07,222.07,216.84,13.1,12,4,0.02,False,13,True,MEDIUM,OPEN,,,,
NVDA_20251014_071811,2025-10-14T07:18:11.464056,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,True,9,True,EXTREME,OPEN,,,,
AAPL_20251014_071811,2025-10-14T07:18:11.522025,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,True,14,True,EXTREME,OPEN,,,,
QQQ_20251014_071811,2025-10-14T07:18:11.528274,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,14,True,MEDIUM,OPEN,,,,
SPY_20251014_071811,2025-10-14T07:18:11.657376,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,True,19,True,NONE,OPEN,,,,
AVGO_20251014_071817,2025-10-14T07:18:17.566585,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,6,0.04,True,5,True,EXTREME,OPEN,,,,
PLTR_20251014_071817,2025-10-14T07:18:17.641278,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,True,11,True,MEDIUM,OPEN,,,,
NBIS_20251014_071817,2025-10-14T07:18:17.672138,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
CRWV_20251014_071817,2025-10-14T07:18:17.678525,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
AAPL_20251014_071840,2025-10-14T07:18:40.265926,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,True,14,True,EXTREME,OPEN,,,,
NVDA_20251014_071840,2025-10-14T07:18:40.441362,NVDA,STRONG BUY,42.9,182.15,189.46,190.6,181.85,24.37,12,4,0.03,True,7,True,EXTREME,OPEN,,,,
TSLA_20251014_071840,2025-10-14T07:18:40.471918,TSLA,SELL,28.6,436.79,431.17,426.45,437.09,18.73,5,8,0.02,False,7,True,MEDIUM,OPEN,,,,
SPY_20251014_071840,2025-10-14T07:18:40.544275,SPY,BUY,32.1,652.94,664.51,665.99,652.64,38.57,9,4,0.03,True,19,True,NONE,OPEN,,,,
QQQ_20251014_071840,2025-10-14T07:18:40.662598,QQQ,STRONG BUY,42.9,589.15,603.58,605.16,588.85,48.1,12,4,0.06,False,14,True,MEDIUM,OPEN,,,,
PLTR_20251014_071846,2025-10-14T07:18:46.091100,PLTR,BUY,39.3,173.55,178.8,180.38,173.25,17.5,11,4,0.02,True,11,True,MEDIUM,OPEN,,,,
NBIS_20251014_071846,2025-10-14T07:18:46.327209,NBIS,BUY,28.6,115.82,137.08,138.69,115.52,70.87,8,6,0.05,False,2,True,MEDIUM,OPEN,,,,
AVGO_20251014_071846,2025-10-14T07:18:46.386739,AVGO,BUY,28.6,343.62,361.06,365.42,343.32,58.13,8,6,0.04,True,5,True,EXTREME,OPEN,,,,
CRWV_20251014_071846,2025-10-14T07:18:46.419926,CRWV,BUY,28.6,136.11,143.82,146.01,135.81,25.7,8,6,0.03,False,1,True,MEDIUM,OPEN,,,,
AAPL_20251014_071910,2025-10-14T07:19:10.248476,AAPL,STRONG BUY,42.9,245.66,248.8,249.93,245.36,10.47,12,4,0.01,True,14,True,EXTREME,OPEN,,,,
