date,timestamp,type,strike,expiration,contracts,premium,notional_value,unusual,sentiment
2025-09-25,2025-09-25T15:25:00,put,59.0,2025-09-28,134,2.81,37606.25,False,put
2025-09-25,2025-09-25T09:07:00,put,59.0,2025-09-28,6,4.54,2725.7,False,put
2025-09-25,2025-09-25T15:31:00,call,68.0,2025-09-28,9,0.69,621.92,False,call
2025-09-25,2025-09-25T10:54:00,put,68.0,2025-09-28,17,3.03,5154.23,False,put
2025-09-25,2025-09-25T14:20:00,call,63.0,2025-09-28,4,4.41,1764.96,False,call
2025-09-25,2025-09-25T14:12:00,call,59.0,2025-10-25,37,1.59,5864.66,False,call
2025-09-25,2025-09-25T10:17:00,put,65.0,2025-10-25,183,3.9,71381.83,False,put
2025-09-25,2025-09-25T10:30:00,put,69.0,2025-10-02,28,0.86,2407.75,False,put
2025-09-25,2025-09-25T10:02:00,put,66.0,2025-10-25,3,4.76,1428.94,False,put
2025-09-26,2025-09-26T09:46:00,put,60.0,2025-10-10,366,3.5,128256.32,False,put
2025-09-26,2025-09-26T09:33:00,call,69.0,2025-10-03,753,2.61,196247.21,False,call
2025-09-26,2025-09-26T13:37:00,call,58.0,2025-10-10,540,3.8,205102.43,False,call
2025-09-26,2025-09-26T12:24:00,call,62.0,2025-11-25,38,4.58,17386.88,False,call
2025-09-26,2025-09-26T15:40:00,put,61.0,2025-10-03,106,1.86,19723.17,False,put
2025-09-26,2025-09-26T09:35:00,call,58.0,2025-10-26,2,2.14,428.21,False,call
2025-09-26,2025-09-26T12:30:00,put,63.0,2025-11-25,127,3.78,48022.22,False,put
2025-09-26,2025-09-26T10:42:00,call,67.0,2025-10-26,964,2.37,228598.71,False,call
2025-09-26,2025-09-26T11:47:00,call,69.0,2025-09-29,47,0.52,2423.63,False,call
2025-09-26,2025-09-26T14:08:00,put,68.0,2025-10-26,4,1.25,498.8,False,put
2025-09-26,2025-09-26T13:25:00,put,64.0,2025-10-26,10,4.64,4640.42,False,put
2025-09-26,2025-09-26T11:53:00,put,62.0,2025-10-26,13,1.48,1918.76,False,put
2025-09-26,2025-09-26T15:08:00,put,57.0,2025-09-29,155,4.02,62353.51,False,put
2025-09-26,2025-09-26T15:01:00,put,66.0,2025-10-10,138,4.29,59203.39,False,put
2025-09-26,2025-09-26T09:32:00,put,58.0,2025-11-25,76,1.16,8783.99,False,put
2025-09-26,2025-09-26T09:39:00,put,63.0,2025-10-26,461,2.96,136298.83,False,put
2025-09-26,2025-09-26T11:44:00,call,59.0,2025-10-10,8,4.88,3907.33,False,call
2025-09-26,2025-09-26T15:14:00,put,68.0,2025-11-25,43,3.66,15754.58,False,put
2025-09-26,2025-09-26T14:07:00,put,67.0,2025-10-10,14,2.21,3088.51,False,put
2025-09-26,2025-09-26T09:18:00,put,61.0,2025-10-03,5,2.39,1193.99,False,put
2025-09-26,2025-09-26T11:12:00,put,60.0,2025-10-26,126,1.33,16698.04,False,put
2025-09-26,2025-09-26T13:53:00,put,69.0,2025-09-29,112,2.36,26447.69,False,put
2025-09-26,2025-09-26T14:30:00,put,61.0,2025-09-29,50,1.43,7145.26,False,put
2025-09-26,2025-09-26T16:42:00,put,65.0,2025-09-29,49,3.91,19180.27,False,put
2025-09-26,2025-09-26T12:04:00,call,63.0,2025-10-10,441,4.45,196047.15,False,call
2025-09-26,2025-09-26T15:58:00,call,68.0,2025-10-10,143,0.93,13307.86,False,call
2025-09-26,2025-09-26T12:31:00,call,68.0,2025-10-26,102,4.84,49374.82,False,call
2025-09-26,2025-09-26T09:58:00,call,61.0,2025-11-25,849,2.95,250401.42,False,call
2025-09-26,2025-09-26T09:26:00,put,67.0,2025-10-10,558,3.05,170197.07,False,put
2025-09-26,2025-09-26T14:09:00,call,62.0,2025-11-25,5,0.5,251.58,False,call
2025-09-26,2025-09-26T14:33:00,put,66.0,2025-10-03,964,3.68,354319.21,True,put
2025-09-26,2025-09-26T15:23:00,put,64.0,2025-09-29,5,1.14,568.89,False,put
2025-09-26,2025-09-26T09:57:00,put,61.0,2025-10-03,2,1.73,346.1,False,put
2025-09-26,2025-09-26T11:34:00,call,58.0,2025-09-29,128,2.87,36740.86,False,call
2025-09-26,2025-09-26T11:35:00,put,65.0,2025-10-10,622,2.96,184251.0,False,put
2025-09-26,2025-09-26T13:33:00,call,69.0,2025-10-10,661,4.37,289114.08,False,call
2025-09-26,2025-09-26T10:45:00,call,62.0,2025-09-29,879,2.17,190822.64,False,call
2025-09-26,2025-09-26T16:51:00,put,58.0,2025-10-26,860,0.51,44074.88,False,put
2025-09-26,2025-09-26T15:32:00,put,60.0,2025-10-03,5,3.25,1625.06,False,put
2025-09-26,2025-09-26T14:08:00,put,57.0,2025-11-25,368,1.26,46432.26,False,put
2025-09-26,2025-09-26T13:12:00,put,69.0,2025-10-26,586,3.53,206784.94,False,put
2025-09-26,2025-09-26T10:39:00,put,65.0,2025-11-25,138,2.09,28776.89,False,put
2025-09-26,2025-09-26T09:37:00,call,67.0,2025-10-10,28,3.44,9644.96,False,call
2025-09-26,2025-09-26T16:12:00,call,62.0,2025-09-29,4,2.12,846.03,False,call
2025-09-26,2025-09-26T15:02:00,put,68.0,2025-10-10,215,4.43,95335.39,False,put
2025-09-26,2025-09-26T12:40:00,put,69.0,2025-11-25,224,1.07,24074.13,True,put
2025-09-26,2025-09-26T12:22:00,put,69.0,2025-11-25,9,2.37,2133.98,False,put
2025-09-26,2025-09-26T13:56:00,call,62.0,2025-09-29,15,3.11,4666.09,False,call
2025-09-26,2025-09-26T14:30:00,call,62.0,2025-09-29,9,4.72,4244.04,False,call
2025-09-26,2025-09-26T12:41:00,call,67.0,2025-10-10,84,1.25,10508.8,False,call
2025-09-26,2025-09-26T15:18:00,put,61.0,2025-11-25,102,2.46,25051.33,False,put
2025-09-26,2025-09-26T09:44:00,put,63.0,2025-10-03,421,0.92,38795.29,False,put
2025-09-26,2025-09-26T10:00:00,call,61.0,2025-10-03,29,2.14,6196.0,False,call
2025-09-26,2025-09-26T10:38:00,call,65.0,2025-10-10,189,2.22,41961.47,False,call
2025-09-29,2025-09-29T09:46:00,put,66.0,2025-10-13,590,2.91,171932.06,False,put
2025-09-29,2025-09-29T13:23:00,put,60.0,2025-10-29,46,4.95,22791.08,False,put
2025-09-29,2025-09-29T16:57:00,call,64.0,2025-10-29,44,1.37,6028.36,False,call
2025-09-29,2025-09-29T12:31:00,call,66.0,2025-10-02,660,2.89,190455.87,False,call
2025-09-29,2025-09-29T13:22:00,put,59.0,2025-10-02,362,1.86,67165.72,True,put
2025-09-29,2025-09-29T09:24:00,call,65.0,2025-10-29,6,4.17,2502.09,False,call
2025-09-29,2025-09-29T15:14:00,call,68.0,2025-10-29,34,4.13,14053.19,False,call
2025-09-29,2025-09-29T13:46:00,call,63.0,2025-10-13,8,2.8,2243.65,False,call
2025-09-29,2025-09-29T10:55:00,call,64.0,2025-10-13,74,1.11,8250.05,False,call
2025-09-29,2025-09-29T16:19:00,call,59.0,2025-10-29,9,4.7,4233.39,False,call
2025-09-29,2025-09-29T12:50:00,put,61.0,2025-10-13,36,0.68,2464.83,False,put
2025-09-29,2025-09-29T12:46:00,call,70.0,2025-10-13,871,0.63,54878.65,False,call
2025-09-29,2025-09-29T09:01:00,call,71.0,2025-11-28,5,4.96,2481.24,False,call
2025-09-29,2025-09-29T11:25:00,call,69.0,2025-10-13,7,1.25,875.01,False,call
2025-09-29,2025-09-29T15:43:00,put,70.0,2025-10-13,20,2.27,4539.89,False,put
2025-09-29,2025-09-29T11:45:00,call,65.0,2025-10-29,600,4.54,272540.44,False,call
2025-09-29,2025-09-29T14:13:00,put,64.0,2025-10-06,43,4.35,18689.87,False,put
2025-09-29,2025-09-29T13:00:00,call,60.0,2025-11-28,8,4.68,3746.78,False,call
2025-09-29,2025-09-29T13:04:00,call,62.0,2025-10-02,146,4.19,61246.91,False,call
2025-09-29,2025-09-29T15:48:00,put,66.0,2025-10-02,882,3.68,324591.1,True,put
2025-09-29,2025-09-29T11:47:00,put,62.0,2025-10-13,174,0.86,14929.34,False,put
2025-09-29,2025-09-29T12:53:00,call,60.0,2025-10-06,633,3.16,199974.18,False,call
2025-09-29,2025-09-29T09:09:00,call,69.0,2025-10-06,76,4.79,36411.85,False,call
2025-09-29,2025-09-29T16:51:00,call,63.0,2025-10-29,434,3.86,167461.88,False,call
2025-09-29,2025-09-29T09:52:00,put,58.0,2025-10-13,38,4.54,17266.31,False,put
2025-09-29,2025-09-29T14:29:00,put,64.0,2025-10-06,166,0.51,8482.98,False,put
2025-09-29,2025-09-29T13:33:00,put,58.0,2025-11-28,1,3.3,330.33,False,put
2025-09-29,2025-09-29T13:16:00,call,67.0,2025-10-06,9,4.82,4334.45,False,call
2025-09-29,2025-09-29T15:10:00,put,59.0,2025-10-06,43,2.24,9648.47,False,put
2025-09-29,2025-09-29T09:22:00,put,69.0,2025-10-02,8,2.84,2271.43,False,put
2025-09-29,2025-09-29T13:11:00,call,62.0,2025-10-29,389,3.81,148233.9,True,call
2025-09-29,2025-09-29T11:51:00,put,63.0,2025-10-06,2,3.5,700.21,False,put
2025-09-29,2025-09-29T11:28:00,call,60.0,2025-10-06,99,1.95,19353.65,False,call
2025-09-29,2025-09-29T12:04:00,call,61.0,2025-10-02,94,0.92,8627.42,False,call
2025-09-29,2025-09-29T09:49:00,call,59.0,2025-10-29,32,3.26,10432.65,False,call
2025-09-29,2025-09-29T15:13:00,call,67.0,2025-10-29,10,4.54,4544.23,False,call
2025-09-30,2025-09-30T16:36:00,call,63.0,2025-11-29,201,2.11,42322.56,False,call
2025-09-30,2025-09-30T12:34:00,put,62.0,2025-10-07,10,2.24,2243.48,False,put
2025-09-30,2025-09-30T11:13:00,call,68.0,2025-10-14,471,2.57,121138.19,False,call
2025-09-30,2025-09-30T13:55:00,put,70.0,2025-10-30,109,1.22,13348.21,False,put
2025-09-30,2025-09-30T15:46:00,put,69.0,2025-10-30,8,4.45,3560.05,False,put
2025-09-30,2025-09-30T10:43:00,call,69.0,2025-10-03,323,1.75,56461.96,False,call
2025-09-30,2025-09-30T12:17:00,put,67.0,2025-10-07,7,0.81,569.27,False,put
2025-09-30,2025-09-30T11:23:00,call,59.0,2025-10-30,74,1.01,7442.79,False,call
2025-09-30,2025-09-30T15:26:00,put,62.0,2025-10-14,387,1.76,67991.02,False,put
2025-09-30,2025-09-30T14:39:00,call,70.0,2025-10-07,5,1.05,525.82,False,call
2025-09-30,2025-09-30T16:03:00,call,63.0,2025-11-29,191,3.41,65070.13,False,call
2025-09-30,2025-09-30T13:19:00,put,60.0,2025-10-14,53,0.92,4853.81,False,put
2025-09-30,2025-09-30T16:49:00,put,68.0,2025-11-29,146,1.93,28222.3,False,put
2025-09-30,2025-09-30T10:17:00,call,68.0,2025-10-30,594,2.38,141307.7,False,call
2025-09-30,2025-09-30T15:45:00,call,60.0,2025-11-29,692,4.11,284164.29,False,call
2025-09-30,2025-09-30T12:36:00,put,62.0,2025-10-03,144,1.75,25159.02,False,put
2025-09-30,2025-09-30T11:25:00,put,67.0,2025-10-03,6,0.95,570.97,False,put
2025-09-30,2025-09-30T10:14:00,call,63.0,2025-10-30,55,4.8,26395.82,False,call
2025-09-30,2025-09-30T13:25:00,call,60.0,2025-10-30,797,3.7,295135.63,False,call
2025-09-30,2025-09-30T09:45:00,put,69.0,2025-10-03,253,1.67,42183.22,True,put
2025-09-30,2025-09-30T09:05:00,put,66.0,2025-10-03,638,0.93,59627.07,True,put
2025-09-30,2025-09-30T12:45:00,call,68.0,2025-10-03,649,4.58,297208.82,False,call
2025-09-30,2025-09-30T15:50:00,call,65.0,2025-10-03,5,4.74,2371.49,False,call
2025-09-30,2025-09-30T13:39:00,call,71.0,2025-10-03,7,0.61,425.91,False,call
2025-09-30,2025-09-30T15:03:00,call,61.0,2025-10-14,3,1.55,465.56,False,call
2025-09-30,2025-09-30T12:40:00,put,63.0,2025-10-07,123,0.66,8123.02,False,put
2025-09-30,2025-09-30T14:12:00,call,66.0,2025-11-29,450,4.07,183172.53,False,call
2025-09-30,2025-09-30T11:57:00,call,64.0,2025-10-30,683,1.93,131953.03,False,call
2025-09-30,2025-09-30T10:21:00,put,70.0,2025-10-03,5,1.42,707.54,False,put
2025-09-30,2025-09-30T13:56:00,put,64.0,2025-10-03,5,2.76,1379.88,False,put
2025-09-30,2025-09-30T11:42:00,call,63.0,2025-10-07,10,1.32,1319.27,False,call
2025-09-30,2025-09-30T12:55:00,call,62.0,2025-10-07,170,4.76,80880.7,False,call
2025-09-30,2025-09-30T14:49:00,put,71.0,2025-10-30,165,4.18,68932.85,False,put
2025-09-30,2025-09-30T15:30:00,call,65.0,2025-10-03,115,1.13,12993.31,False,call
2025-10-01,2025-10-01T11:55:00,call,61.0,2025-10-15,6,3.9,2339.45,False,call
2025-10-01,2025-10-01T11:39:00,call,65.0,2025-10-08,199,1.12,22299.14,False,call
2025-10-01,2025-10-01T11:45:00,call,60.0,2025-10-08,27,0.53,1428.19,False,call
2025-10-01,2025-10-01T09:25:00,put,68.0,2025-10-15,208,4.46,92789.22,False,put
2025-10-01,2025-10-01T12:51:00,put,67.0,2025-10-31,7,4.28,2998.88,False,put
2025-10-01,2025-10-01T15:42:00,call,66.0,2025-11-30,43,2.49,10692.39,False,call
2025-10-01,2025-10-01T09:21:00,call,64.0,2025-10-08,10,3.78,3776.54,False,call
2025-10-01,2025-10-01T09:47:00,call,72.0,2025-10-31,154,2.37,36557.15,False,call
2025-10-01,2025-10-01T12:22:00,call,67.0,2025-10-08,137,1.28,17551.35,False,call
2025-10-01,2025-10-01T12:18:00,call,70.0,2025-11-30,579,0.76,44184.14,False,call
2025-10-01,2025-10-01T15:38:00,put,66.0,2025-10-08,69,2.25,15505.67,False,put
2025-10-01,2025-10-01T15:50:00,put,73.0,2025-10-04,865,0.55,47604.14,False,put
2025-10-01,2025-10-01T10:04:00,put,72.0,2025-10-15,37,3.42,12649.36,False,put
2025-10-01,2025-10-01T13:51:00,put,61.0,2025-10-08,11,1.1,1214.01,False,put
2025-10-01,2025-10-01T15:51:00,put,61.0,2025-10-04,7,2.45,1717.52,False,put
2025-10-01,2025-10-01T11:19:00,call,69.0,2025-10-04,3,2.83,849.28,False,call
2025-10-01,2025-10-01T11:00:00,call,66.0,2025-10-04,308,4.02,123955.89,False,call
2025-10-01,2025-10-01T16:07:00,put,71.0,2025-10-31,9,4.81,4325.49,False,put
2025-10-01,2025-10-01T09:13:00,call,70.0,2025-10-08,7,1.61,1124.84,False,call
2025-10-01,2025-10-01T16:12:00,put,64.0,2025-11-30,3,1.24,371.36,False,put
2025-10-01,2025-10-01T16:08:00,put,63.0,2025-10-04,513,1.82,93189.58,False,put
2025-10-01,2025-10-01T09:19:00,call,73.0,2025-10-31,30,2.7,8105.6,False,call
2025-10-01,2025-10-01T16:41:00,call,61.0,2025-10-08,34,1.51,5129.17,False,call
2025-10-01,2025-10-01T09:42:00,call,61.0,2025-10-04,67,3.62,24262.74,False,call
2025-10-01,2025-10-01T14:07:00,put,68.0,2025-10-08,29,0.75,2162.59,False,put
2025-10-01,2025-10-01T14:29:00,call,68.0,2025-10-31,150,0.59,8897.59,False,call
2025-10-01,2025-10-01T11:38:00,put,64.0,2025-11-30,730,1.73,126165.07,True,put
2025-10-02,2025-10-02T12:24:00,call,72.0,2025-10-16,6,2.26,1354.53,False,call
2025-10-02,2025-10-02T12:02:00,call,64.0,2025-11-01,439,3.52,154390.02,True,call
2025-10-02,2025-10-02T13:22:00,put,63.0,2025-10-05,567,0.79,44688.26,False,put
2025-10-02,2025-10-02T13:04:00,put,61.0,2025-10-09,2,2.07,413.97,False,put
2025-10-02,2025-10-02T09:08:00,put,68.0,2025-10-05,29,1.8,5233.88,False,put
2025-10-02,2025-10-02T14:05:00,put,68.0,2025-11-01,28,3.59,10064.87,False,put
2025-10-02,2025-10-02T13:49:00,put,70.0,2025-10-16,22,4.08,8973.46,False,put
2025-10-02,2025-10-02T12:44:00,put,69.0,2025-10-16,1,1.04,104.14,False,put
2025-10-02,2025-10-02T09:38:00,put,71.0,2025-10-05,847,4.69,396916.15,False,put
2025-10-02,2025-10-02T15:30:00,put,71.0,2025-10-09,47,3.55,16695.7,False,put
2025-10-02,2025-10-02T13:47:00,put,69.0,2025-10-16,10,4.55,4551.91,False,put
2025-10-02,2025-10-02T13:24:00,call,62.0,2025-10-09,132,4.9,64681.09,False,call
2025-10-02,2025-10-02T11:24:00,call,69.0,2025-10-05,729,0.79,57949.85,True,call
2025-10-02,2025-10-02T12:42:00,call,62.0,2025-12-01,190,4.09,77797.99,False,call
2025-10-02,2025-10-02T16:26:00,call,64.0,2025-11-01,33,1.79,5901.66,False,call
2025-10-02,2025-10-02T11:53:00,call,65.0,2025-12-01,5,2.51,1254.19,False,call
2025-10-02,2025-10-02T11:47:00,put,65.0,2025-11-01,70,2.77,19388.49,False,put
2025-10-02,2025-10-02T14:01:00,put,62.0,2025-10-05,88,0.55,4805.58,False,put
2025-10-02,2025-10-02T14:50:00,put,74.0,2025-10-05,1,3.42,341.74,False,put
2025-10-02,2025-10-02T10:24:00,call,64.0,2025-10-09,719,4.88,351158.57,False,call
2025-10-02,2025-10-02T16:28:00,put,66.0,2025-10-16,14,4.23,5920.64,False,put
2025-10-02,2025-10-02T13:46:00,call,71.0,2025-10-05,13,4.11,5337.27,False,call
2025-10-02,2025-10-02T09:14:00,call,72.0,2025-12-01,8,4.96,3967.59,False,call
2025-10-02,2025-10-02T16:59:00,put,65.0,2025-12-01,15,2.22,3334.89,False,put
2025-10-02,2025-10-02T12:11:00,call,71.0,2025-11-01,198,1.62,32026.77,False,call
2025-10-02,2025-10-02T14:31:00,call,62.0,2025-10-16,788,0.69,54648.69,False,call
2025-10-02,2025-10-02T13:00:00,call,67.0,2025-10-16,174,4.45,77413.42,False,call
2025-10-02,2025-10-02T15:08:00,call,74.0,2025-11-01,4,3.79,1516.04,False,call
2025-10-02,2025-10-02T15:35:00,call,69.0,2025-10-16,6,3.25,1947.46,False,call
2025-10-02,2025-10-02T10:04:00,call,63.0,2025-12-01,139,4.96,68904.98,False,call
2025-10-02,2025-10-02T12:23:00,call,64.0,2025-10-05,9,3.99,3588.16,False,call
2025-10-02,2025-10-02T11:52:00,put,65.0,2025-12-01,9,3.74,3369.14,False,put
2025-10-02,2025-10-02T11:40:00,call,68.0,2025-10-09,7,3.53,2473.43,False,call
2025-10-02,2025-10-02T10:34:00,call,61.0,2025-11-01,199,1.89,37598.37,False,call
2025-10-02,2025-10-02T15:07:00,call,66.0,2025-10-16,89,2.19,19489.05,False,call
2025-10-02,2025-10-02T13:26:00,call,65.0,2025-12-01,76,1.12,8540.08,False,call
2025-10-02,2025-10-02T10:04:00,put,65.0,2025-10-09,205,3.13,64125.24,False,put
2025-10-02,2025-10-02T13:00:00,call,72.0,2025-10-05,571,4.95,282832.14,False,call
2025-10-02,2025-10-02T10:51:00,put,64.0,2025-10-16,4,2.38,950.47,False,put
2025-10-02,2025-10-02T16:14:00,put,64.0,2025-11-01,68,2.9,19713.26,False,put
2025-10-02,2025-10-02T11:35:00,put,71.0,2025-10-16,173,1.85,32022.88,False,put
2025-10-02,2025-10-02T10:17:00,put,72.0,2025-11-01,108,4.36,47079.83,False,put
2025-10-02,2025-10-02T14:44:00,call,73.0,2025-10-05,273,2.54,69407.01,False,call
2025-10-02,2025-10-02T09:18:00,put,74.0,2025-10-09,33,1.99,6553.55,False,put
2025-10-02,2025-10-02T13:59:00,call,72.0,2025-10-05,579,2.92,168946.72,False,call
2025-10-02,2025-10-02T15:33:00,call,72.0,2025-10-16,50,2.61,13057.96,False,call
2025-10-02,2025-10-02T16:47:00,call,64.0,2025-10-05,10,4.17,4172.04,False,call
2025-10-02,2025-10-02T13:03:00,call,71.0,2025-10-16,22,2.7,5933.34,False,call
2025-10-03,2025-10-03T11:13:00,put,74.0,2025-10-06,147,3.89,57125.33,False,put
2025-10-03,2025-10-03T12:23:00,call,73.0,2025-11-02,7,2.22,1551.94,False,call
2025-10-03,2025-10-03T15:19:00,put,66.0,2025-10-06,8,2.33,1864.98,False,put
2025-10-03,2025-10-03T09:41:00,put,73.0,2025-11-02,10,2.53,2531.78,False,put
2025-10-03,2025-10-03T15:50:00,put,74.0,2025-12-02,82,4.53,37134.57,False,put
2025-10-03,2025-10-03T11:48:00,put,67.0,2025-12-02,37,4.77,17631.22,False,put
2025-10-03,2025-10-03T11:16:00,put,66.0,2025-11-02,48,3.54,17003.53,False,put
2025-10-03,2025-10-03T12:06:00,call,69.0,2025-12-02,33,4.41,14548.89,False,call
2025-10-03,2025-10-03T10:25:00,put,70.0,2025-12-02,144,2.43,35040.29,False,put
2025-10-03,2025-10-03T12:33:00,call,69.0,2025-10-10,8,4.17,3337.48,False,call
2025-10-03,2025-10-03T16:39:00,call,72.0,2025-10-06,1,4.69,468.72,False,call
2025-10-03,2025-10-03T16:09:00,call,62.0,2025-10-17,662,3.56,235918.9,False,call
2025-10-03,2025-10-03T14:54:00,put,67.0,2025-12-02,918,2.81,257538.69,False,put
2025-10-03,2025-10-03T14:57:00,put,71.0,2025-10-10,81,1.45,11719.1,False,put
2025-10-03,2025-10-03T14:30:00,put,67.0,2025-10-17,2,3.84,767.87,False,put
2025-10-03,2025-10-03T13:19:00,put,63.0,2025-11-02,16,2.27,3630.67,False,put
2025-10-03,2025-10-03T11:46:00,call,63.0,2025-10-10,924,4.26,393930.89,False,call
2025-10-03,2025-10-03T14:33:00,put,65.0,2025-10-17,27,3.18,8588.22,False,put
2025-10-03,2025-10-03T10:36:00,put,69.0,2025-10-06,147,2.96,43444.13,False,put
2025-10-03,2025-10-03T16:17:00,call,69.0,2025-12-02,5,0.69,344.08,False,call
2025-10-03,2025-10-03T13:53:00,call,63.0,2025-10-10,354,4.73,167294.19,False,call
2025-10-03,2025-10-03T15:32:00,call,68.0,2025-10-06,137,2.76,37828.7,False,call
2025-10-03,2025-10-03T10:10:00,put,62.0,2025-10-06,4,3.2,1280.67,False,put
2025-10-03,2025-10-03T09:49:00,call,72.0,2025-11-02,451,3.49,157516.94,True,call
2025-10-03,2025-10-03T14:46:00,call,61.0,2025-12-02,45,4.04,18178.7,False,call
2025-10-03,2025-10-03T11:54:00,put,69.0,2025-12-02,8,3.86,3088.24,False,put
2025-10-03,2025-10-03T13:51:00,put,63.0,2025-10-10,9,3.5,3150.17,False,put
2025-10-03,2025-10-03T12:17:00,call,73.0,2025-10-17,4,4.52,1809.6,False,call
2025-10-03,2025-10-03T13:28:00,put,62.0,2025-12-02,737,3.36,247643.89,False,put
2025-10-03,2025-10-03T09:23:00,call,69.0,2025-12-02,161,2.18,35178.32,False,call
2025-10-03,2025-10-03T13:14:00,call,64.0,2025-10-17,36,1.86,6681.68,False,call
2025-10-03,2025-10-03T12:46:00,call,70.0,2025-12-02,73,4.31,31462.69,False,call
2025-10-03,2025-10-03T09:50:00,put,67.0,2025-10-17,20,4.56,9119.2,False,put
2025-10-03,2025-10-03T16:16:00,put,70.0,2025-11-02,182,4.55,82870.83,False,put
2025-10-06,2025-10-06T16:57:00,put,70.0,2025-10-09,133,4.56,60673.25,False,put
2025-10-06,2025-10-06T09:07:00,call,67.0,2025-11-05,30,3.79,11357.3,False,call
2025-10-06,2025-10-06T12:37:00,call,74.0,2025-10-09,9,3.51,3157.3,False,call
2025-10-06,2025-10-06T14:25:00,put,68.0,2025-10-13,4,1.23,491.65,False,put
2025-10-06,2025-10-06T09:22:00,put,64.0,2025-10-09,196,4.14,81205.33,False,put
2025-10-06,2025-10-06T09:35:00,call,73.0,2025-10-13,45,4.92,22161.15,False,call
2025-10-06,2025-10-06T12:34:00,put,68.0,2025-10-13,147,3.74,55009.79,False,put
2025-10-06,2025-10-06T13:49:00,call,65.0,2025-10-20,118,2.19,25809.09,False,call
2025-10-06,2025-10-06T09:32:00,call,69.0,2025-10-13,376,3.19,119794.6,False,call
2025-10-06,2025-10-06T14:18:00,put,63.0,2025-10-09,38,3.62,13767.84,False,put
2025-10-06,2025-10-06T15:56:00,put,62.0,2025-11-05,283,3.23,91393.73,False,put
2025-10-06,2025-10-06T16:34:00,call,69.0,2025-12-05,33,2.06,6801.29,False,call
2025-10-06,2025-10-06T12:02:00,put,65.0,2025-10-13,7,2.99,2095.89,False,put
2025-10-06,2025-10-06T12:59:00,call,65.0,2025-10-20,17,0.78,1327.38,False,call
2025-10-06,2025-10-06T14:01:00,call,67.0,2025-10-20,46,4.55,20914.33,False,call
2025-10-06,2025-10-06T09:08:00,call,63.0,2025-10-09,10,4.37,4367.12,False,call
2025-10-06,2025-10-06T10:12:00,put,63.0,2025-12-05,166,2.91,48348.41,False,put
2025-10-06,2025-10-06T15:04:00,put,72.0,2025-10-20,154,4.89,75305.58,False,put
2025-10-06,2025-10-06T15:34:00,put,67.0,2025-11-05,132,2.54,33538.17,False,put
2025-10-06,2025-10-06T15:54:00,call,67.0,2025-10-09,40,2.06,8224.55,False,call
2025-10-06,2025-10-06T16:02:00,put,65.0,2025-10-13,128,0.54,6875.66,False,put
2025-10-06,2025-10-06T10:50:00,put,65.0,2025-12-05,10,4.71,4705.15,False,put
2025-10-06,2025-10-06T13:33:00,call,76.0,2025-10-09,25,2.88,7211.21,False,call
2025-10-06,2025-10-06T15:45:00,put,72.0,2025-10-09,1,4.06,406.34,False,put
2025-10-06,2025-10-06T11:45:00,call,68.0,2025-10-20,21,4.82,10117.78,False,call
2025-10-06,2025-10-06T10:20:00,put,70.0,2025-12-05,805,3.75,301673.9,False,put
2025-10-06,2025-10-06T15:18:00,call,66.0,2025-10-09,3,3.31,992.82,False,call
2025-10-07,2025-10-07T10:37:00,call,66.0,2025-11-06,43,2.51,10782.52,False,call
2025-10-07,2025-10-07T12:50:00,call,74.0,2025-10-21,58,1.48,8608.48,False,call
2025-10-07,2025-10-07T15:55:00,call,66.0,2025-10-10,556,3.09,171636.98,False,call
2025-10-07,2025-10-07T16:49:00,put,73.0,2025-10-14,2,3.63,726.98,False,put
2025-10-07,2025-10-07T11:23:00,call,73.0,2025-10-21,11,0.57,624.92,False,call
2025-10-07,2025-10-07T13:38:00,call,67.0,2025-10-10,35,2.42,8485.35,False,call
2025-10-07,2025-10-07T12:45:00,put,78.0,2025-11-06,247,1.52,37533.16,False,put
2025-10-07,2025-10-07T16:59:00,put,70.0,2025-10-14,6,1.82,1090.52,False,put
2025-10-07,2025-10-07T11:29:00,put,71.0,2025-12-06,350,2.06,72043.8,False,put
2025-10-07,2025-10-07T15:33:00,call,76.0,2025-10-10,60,4.23,25374.47,False,call
2025-10-07,2025-10-07T16:22:00,call,76.0,2025-10-14,9,0.95,855.59,False,call
2025-10-07,2025-10-07T12:38:00,call,67.0,2025-10-14,35,1.14,3997.2,False,call
2025-10-07,2025-10-07T15:35:00,put,70.0,2025-10-10,936,1.69,158143.92,True,put
2025-10-07,2025-10-07T15:33:00,call,68.0,2025-12-06,240,4.83,115985.48,False,call
2025-10-07,2025-10-07T13:29:00,put,75.0,2025-12-06,194,4.55,88335.75,False,put
2025-10-07,2025-10-07T11:23:00,put,71.0,2025-10-21,319,2.3,73350.82,False,put
2025-10-07,2025-10-07T16:37:00,call,71.0,2025-12-06,36,2.42,8721.63,False,call
2025-10-07,2025-10-07T16:33:00,call,65.0,2025-11-06,3,1.85,553.83,False,call
2025-10-07,2025-10-07T11:23:00,put,66.0,2025-10-10,10,0.56,558.89,False,put
2025-10-07,2025-10-07T16:08:00,call,71.0,2025-11-06,19,1.92,3653.5,False,call
2025-10-07,2025-10-07T12:36:00,put,66.0,2025-10-14,2,0.63,126.8,False,put
2025-10-07,2025-10-07T14:15:00,put,67.0,2025-10-14,44,4.99,21939.2,False,put
